id,era,typology,total_floor_area_m2,is_high_potential,grid_id,baseline_energy_kwh,R1_savings_kwh,R2_savings_kwh,R3_savings_kwh,R4_savings_kwh,R5_savings_kwh,R5_heating_savings_kwh,R5_cooling_savings_kwh
286927648,era1,lowrise,1374.68,0,1168,359079.19,25417.83,13953.00,14956.52,123088.85,168906.93,132849.08,26517.58
286927680,era1,lowrise,1242.00,0,1168,324423.19,22964.58,12606.30,13512.96,111208.68,152604.54,120026.88,23958.18
286927682,era1,lowrise,1017.17,0,1168,265696.26,18807.47,10324.28,11066.81,91077.40,124979.68,98299.31,19621.21
286927684,era1,midrise,1167.69,0,1168,305011.07,21590.59,11852.05,12704.47,104554.96,143474.07,112845.56,22524.74
286927712,era1,lowrise,2522.16,0,1209,658814.35,46634.74,25599.92,27441.10,225834.21,309897.80,243741.54,48652.47
286927721,era1,lowrise,2568.99,0,1209,671045.09,47500.63,26075.25,27950.61,230027.36,315651.80,248267.19,49555.82
286927727,era1,lowrise,1764.33,0,1209,460860.36,32622.46,17907.95,19195.91,157978.11,216783.23,170504.85,34033.93
286927732,era1,lowrise,1401.20,0,1168,366007.10,25908.19,14222.18,15245.06,125463.45,172165.44,135411.97,27029.15
286927741,era1,lowrise,1562.67,0,1168,408186.17,28893.77,15861.10,17001.85,139921.47,192005.26,151016.43,30143.90
286927745,era1,lowrise,1660.01,0,1209,433611.26,30693.58,16849.10,18060.91,148637.30,203965.43,160423.37,32021.59
286929665,era2,midrise,1772.01,0,1452,374655.63,18375.74,8434.77,11287.70,99976.80,129516.21,102758.86,19474.39
286929666,era2,midrise,1953.67,0,1452,413063.56,20259.56,9299.47,12444.88,110226.06,142793.74,113293.32,21470.83
286929729,era2,midrise,1938.62,0,1452,409883.20,20103.49,9227.83,12349.01,109376.94,141693.74,112420.57,21305.43
286929751,era2,midrise,1906.13,0,1452,403013.79,19766.57,9073.18,12142.05,107543.85,139319.04,110536.48,20948.37
286929777,era2,midrise,1962.13,0,1452,414853.21,20347.29,9339.74,12498.77,110703.37,143412.08,113783.92,21563.81
286929778,era2,midrise,1842.52,0,1452,389563.35,19106.93,8770.40,11736.85,103954.98,134669.79,106847.73,20249.29
286929800,era2,midrise,1300.81,0,1452,275030.94,13489.40,6191.86,8286.16,73391.70,95076.20,75433.97,14295.90
286929838,era2,midrise,1438.94,0,1452,304234.24,14921.81,6849.35,9166.05,81184.99,105172.12,83444.13,15813.95
286929839,era2,midrise,1434.75,0,1452,303348.96,14878.36,6829.41,9139.36,80948.60,104865.88,83201.15,15767.90
286929841,era2,midrise,1653.61,0,1452,349622.35,17147.94,7871.18,10533.50,93296.68,120862.35,95892.84,18173.17
286929843,era2,midrise,1318.09,0,1452,278682.73,13668.59,6274.11,8396.23,74366.64,96339.20,76436.04,14485.81
286929848,era2,midrise,1314.23,0,1452,277868.66,13628.57,6255.73,8371.65,74148.86,96057.07,76212.20,14443.39
286929873,era2,midrise,919.79,0,1452,194470.74,9538.22,4378.20,5859.06,51894.55,67227.45,53338.62,10108.49
286929876,era2,midrise,1350.88,0,1452,285616.08,14008.63,6430.19,8605.11,76216.65,98735.82,78337.53,14846.17
286929887,era2,midrise,1266.84,0,1452,267848.69,13137.13,6030.16,8069.77,71475.11,92593.34,73464.05,13922.57
286929894,era2,midrise,1131.15,0,1452,239159.23,11730.03,5384.27,7205.43,63819.48,82675.75,65595.39,12431.34
286929907,era2,midrise,1278.78,0,1452,270373.32,13260.95,6086.99,8145.83,72148.77,93466.03,74156.45,14053.79
286929928,era2,midrise,1268.59,0,1452,268218.99,13155.28,6038.49,8080.92,71573.85,92721.24,73565.53,13941.80
286937361,era2,lowrise,2519.70,0,1451,532741.01,26129.29,11993.77,16050.49,142161.47,184164.87,146117.40,27691.50
286937975,era1,lowrise,2847.06,1,1451,743680.79,52642.14,28897.66,30976.01,254925.75,349818.26,275139.88,54919.79
286938080,era1,lowrise,3283.71,1,1450,857739.12,60715.80,33329.66,35726.76,294023.39,403469.45,317337.73,63342.77
286938104,era2,midrise,2498.56,0,1450,528269.73,25910.07,11893.15,15915.83,140968.76,182619.75,144891.49,27459.17
286938137,era2,lowrise,2977.22,1,1451,629474.60,30873.77,14171.57,18964.89,167974.75,217605.01,172648.99,32719.65
286938158,era2,midrise,2891.52,1,1450,611354.39,29985.06,13763.64,18418.98,163139.56,211341.20,167679.24,31777.80
286938164,era2,lowrise,2561.76,0,1450,541632.97,26565.45,12193.98,16318.41,144534.50,187239.04,148556.46,28153.74
286938232,era2,midrise,1807.94,0,1450,382251.73,18748.34,8605.79,11516.58,102003.97,132142.33,104842.44,19869.26
286938240,era2,lowrise,2464.65,0,1450,521100.40,25558.42,11731.73,15699.82,139055.55,180141.27,142925.05,27086.50
286938243,era2,midrise,2676.21,1,1450,565832.06,27752.30,12738.76,17047.46,150991.77,195604.19,155193.42,29411.55
286938245,era1,lowrise,3022.96,1,1450,789627.14,55894.53,30683.04,32889.80,270675.84,371431.10,292138.85,58312.90
286938247,era2,midrise,2687.47,1,1450,568211.56,27869.06,12792.36,17119.18,151627.06,196427.18,155846.39,29535.30
286938254,era1,lowrise,3088.85,1,1450,806837.42,57112.84,31351.83,33606.69,276575.63,379527.00,298506.46,59583.92
286938273,era2,midrise,2974.28,1,1450,628851.27,30843.28,14157.57,18946.16,167808.88,217390.13,172478.50,32687.34
286938276,era1,lowrise,2092.15,0,1450,546490.69,38683.85,21235.32,22762.59,187331.11,257062.47,202185.38,40357.57
286938291,era2,lowrise,1633.06,0,1450,345277.70,16934.83,7773.37,10402.59,92137.25,119360.36,94701.15,17947.33
286938297,era2,midrise,1359.18,0,1450,287371.90,14094.70,6469.70,8657.98,76684.94,99342.47,78818.85,14937.39
286938300,era2,lowrise,1479.68,0,1450,312849.11,15344.28,7043.28,9425.56,83483.55,108149.81,85806.64,16261.68
286938312,era2,midrise,1380.68,0,1450,291917.43,14317.65,6572.04,8794.93,77897.97,100913.90,80065.63,15173.67
286938318,era2,midrise,849.43,0,1450,179595.73,8808.59,4043.29,5410.87,47924.84,62084.84,49258.45,9335.24
286938320,era2,midrise,644.94,0,1450,136360.31,6688.03,3069.91,4108.27,36387.51,47138.66,37400.07,7087.89
286938341,era2,lowrise,1853.45,0,1450,391875.91,19220.28,8822.42,11806.48,104571.65,135468.66,107481.57,20369.42
286938344,era2,midrise,784.67,0,1450,165901.83,8137.03,3735.03,4998.35,44271.08,57351.53,45503.01,8623.52
286938437,era2,midrise,691.50,0,1450,146203.26,7170.86,3291.54,4404.86,39014.43,50541.74,40100.08,7599.58
286938612,era2,midrise,803.94,0,1450,169977.85,8336.86,3826.75,5121.10,45358.29,58759.97,46620.48,8835.30
286938666,era2,midrise,2301.55,0,1450,486616.87,23867.07,10955.38,14660.87,129853.45,168220.29,133466.88,25294.03
286938667,era2,lowrise,2818.82,1,1450,595983.96,29231.16,13417.58,17955.88,159037.82,206027.55,163463.37,30978.83
286938669,era1,lowrise,2611.45,0,1450,682135.92,48285.71,26506.22,28412.58,233829.23,320868.86,252370.53,50374.87
286938671,era1,lowrise,2940.90,1,1450,768193.45,54377.24,29850.13,31996.99,263328.19,361348.38,284208.58,56729.96
286938677,era1,lowrise,2533.20,0,1450,661696.94,46838.87,25711.98,27561.22,226822.73,311254.28,244808.45,48865.43
286938685,era1,lowrise,3029.00,1,1450,791206.14,56006.21,30744.35,32955.52,271216.66,372173.23,292722.56,58429.41
286938690,era1,lowrise,1858.12,0,1409,485360.53,34356.64,18859.92,20216.35,166376.06,228307.20,179568.72,35843.13
286938692,era1,lowrise,1547.05,0,1409,404105.00,28604.95,15702.56,16831.90,138522.86,190086.03,149506.91,29842.59
289010341,era1,lowrise,10435.98,1,710,2725982.14,192961.27,105925.20,113543.46,934437.65,1282268.86,1008533.11,201310.05
307871886,era2,lowrise,25090.05,1,794,5304788.82,260183.82,119428.64,159823.62,1415580.62,1833831.75,1454972.00,275739.65
308049354,era2,midrise,6143.44,1,794,1298906.97,63707.47,29242.77,39133.71,346612.88,449024.03,356258.09,67516.41
308049355,era2,lowrise,2410.86,0,793,509728.51,25000.62,11475.69,15357.18,136020.72,176209.76,139805.77,26495.35
308049356,era2,lowrise,3690.16,1,793,780210.49,38266.96,17565.16,23506.32,208198.83,269713.79,213992.38,40554.86
308049357,era2,midrise,6179.82,1,794,1306598.74,64084.73,29415.94,39365.45,348665.44,451683.04,358367.76,67916.22
308049358,era2,midrise,3685.22,1,794,779166.19,38215.73,17541.65,23474.85,207920.11,269352.73,213705.91,40500.57
308049359,era2,midrise,11400.49,1,794,2410406.29,118223.08,54266.33,72621.12,643215.65,833261.81,661114.42,125291.39
308049360,era2,lowrise,5330.05,1,794,1126931.77,55272.62,25371.04,33952.42,300721.42,389573.35,309089.60,58577.25
308049366,era2,lowrise,4170.13,1,794,881690.36,43244.25,19849.82,26563.73,235278.73,304794.80,241825.84,45829.73
308049367,era2,lowrise,3725.46,1,794,787675.04,38633.02,17733.19,23731.18,210190.45,272293.87,216039.43,40942.81
308049368,era2,lowrise,9970.89,1,793,2108145.19,103398.13,47461.44,63514.57,562557.61,728772.35,578211.91,109580.08
308218260,era2,lowrise,83972.50,1,1497,17754306.68,870794.83,399709.10,534904.83,4737728.45,6137550.03,4869565.28,922857.77
309166672,era1,highrise,36074.25,1,1210,9422954.76,667012.88,366153.64,392487.84,3230088.34,4432443.10,3486215.52,695872.28
309167616,era1,lowrise,1796.79,1,1210,469340.08,33222.65,18237.42,19549.08,160884.58,220771.59,173641.79,34660.08
309167886,era1,lowrise,960.55,0,1210,250904.83,17760.57,9749.58,10450.78,86007.65,118022.78,92827.55,18529.01
309168328,era1,highrise,46999.14,1,1209,12276646.15,869014.10,477041.27,511350.64,4208303.00,5774784.33,4541996.89,906613.41
309168329,era1,lowrise,2850.79,1,1169,744655.12,52711.11,28935.52,31016.60,255259.74,350276.57,275500.35,54991.74
309265539,era2,lowrise,15046.45,1,1210,3181270.93,156031.69,71621.10,95845.89,848920.71,1099745.03,872543.64,165360.49
310762328,era2,midrise,2055.38,0,794,434568.69,21314.29,9783.61,13092.77,115964.54,150227.72,119191.49,22588.63
310762331,era1,lowrise,8968.23,1,796,2342592.05,165822.57,91027.53,97574.34,803015.31,1101926.42,866689.75,172997.16
310763587,era2,lowrise,9265.70,1,796,1959046.24,96085.31,44104.73,59022.51,522770.79,677230.01,537317.94,101830.04
310763589,era2,lowrise,17974.82,1,796,3800416.15,186398.88,85560.14,114499.60,1014139.34,1313779.59,1042359.81,197543.27
311694241,era2,midrise,7234.87,1,671,1529668.80,75025.60,34437.98,46086.12,408191.37,528796.65,419550.11,79511.22
312550765,era1,lowrise,6803.43,1,837,1777123.47,125795.42,69054.81,74021.32,609179.12,835937.44,657483.48,131238.16
312552700,era1,lowrise,591.63,0,797,154540.97,10939.24,6005.04,6436.93,52974.55,72693.58,57175.12,11412.54
312552705,era2,lowrise,1161.12,0,793,245496.55,12040.81,5526.93,7396.33,65510.39,84866.26,67333.35,12760.71
312886955,era2,lowrise,3606.37,1,796,762495.66,37398.06,17166.32,22972.58,203471.40,263589.58,209133.40,39634.01
312886958,era2,lowrise,3701.79,1,794,782668.64,38387.56,17620.52,23580.40,208854.99,270563.83,214666.80,40682.67
312886964,era1,lowrise,6696.36,1,837,1749155.14,123815.70,67968.05,72856.40,599592.07,822781.75,647136.23,129172.78
312886965,era2,lowrise,9089.86,1,797,1921869.86,94261.85,43267.73,57902.41,512849.90,664377.87,527120.98,99897.56
314215527,era2,lowrise,7968.25,1,794,1684727.09,82630.75,37928.87,50757.75,449568.67,582399.39,462078.82,87571.07
314215534,era1,lowrise,0.34,0,835,89.12,6.29,3.45,3.70,30.44,41.78,32.86,6.56
314215535,era1,lowrise,3150.43,1,794,822924.42,58251.45,31976.86,34276.68,282089.50,387093.33,304457.56,60771.79
314215537,era2,lowrise,1393.14,0,794,294552.05,14446.86,6631.35,8874.30,78600.96,101824.60,80788.19,15310.61
314215538,era2,lowrise,4177.95,1,794,883344.46,43325.34,19887.04,26613.54,235719.94,305366.37,242279.32,45915.67
314215541,era1,lowrise,523.65,0,794,136781.88,9682.29,5315.05,5697.31,46887.62,64340.88,50605.54,10101.21
314215542,era2,lowrise,1481.62,0,794,313259.44,15364.40,7052.51,9437.92,83593.00,108291.61,85919.14,16283.00
314215543,era2,lowrise,36.20,0,835,7652.93,375.39,172.31,230.59,2042.40,2645.86,2099.24,397.84
314215544,era2,lowrise,1623.17,0,835,343187.08,16832.27,7726.29,10339.59,91579.25,118637.50,94127.63,17838.64
314215552,era1,lowrise,11041.92,1,797,2884260.24,204165.10,112075.49,120136.09,988693.52,1356720.71,1067091.15,212998.64
314215553,era2,lowrise,6782.97,1,797,1434123.44,70339.40,32286.94,43207.52,382695.17,495767.28,393344.43,74544.84
321958795,era3,lowrise,9888.25,1,756,1487291.74,27884.86,32334.58,4845.24,213091.79,232373.88,147038.28,19183.20
337107560,era2,midrise,1366.64,0,1382,288947.67,14172.06,6505.21,8705.50,77105.83,99887.72,79251.45,15019.37
337107561,era2,midrise,1367.13,0,1382,289052.44,14177.14,6507.54,8708.62,77133.47,99923.53,79279.87,15024.76
337107562,era2,midrise,1367.29,0,1383,289086.05,14178.80,6508.30,8709.64,77142.50,99935.23,79289.15,15026.52
337107563,era2,midrise,1367.09,0,1383,289044.76,14176.72,6507.35,8708.36,77131.22,99920.61,79277.55,15024.32
337107564,era1,lowrise,1525.86,0,1382,398569.92,28213.15,15487.48,16601.36,136625.50,187482.42,147459.11,29433.84
337107565,era1,lowrise,1525.70,0,1382,398528.02,28210.19,15485.85,16599.62,136611.18,187462.76,147443.65,29430.75
337107566,era2,midrise,1526.00,0,1382,322642.85,15824.62,7263.76,9720.62,86096.92,111535.34,88492.74,16770.74
337107567,era2,midrise,1526.01,0,1382,322643.42,15824.72,7263.81,9720.68,86097.48,111536.07,88493.32,16770.85
337107568,era2,midrise,1525.69,0,1382,322577.12,15821.41,7262.28,9718.65,86079.43,111512.68,88474.76,16767.33
337107569,era2,midrise,1526.01,0,1382,322645.21,15824.72,7263.81,9720.68,86097.48,111536.07,88493.32,16770.85
337138406,era2,lowrise,3226.75,1,752,682231.25,33461.40,15359.33,20554.40,182053.24,235843.16,187119.23,35461.98
337138408,era2,midrise,7529.08,1,752,1591873.75,78076.56,35838.42,47960.24,424790.69,550300.46,436611.35,82744.59
337138409,era2,lowrise,4381.50,1,752,926381.32,45436.16,20855.94,27910.16,247204.23,320243.84,254083.18,48152.68
337138410,era2,lowrise,4381.52,1,752,926384.21,45436.36,20856.04,27910.28,247205.36,320245.30,254084.34,48152.90
337138411,era2,lowrise,4381.51,1,752,926383.49,45436.26,20855.99,27910.22,247204.79,320244.57,254083.76,48152.79
337138412,era2,lowrise,4381.79,1,752,926441.90,45439.16,20857.32,27912.00,247220.59,320265.03,254100.00,48155.87
337138413,era1,lowrise,3507.35,1,752,916154.00,64850.90,35599.60,38159.97,314048.12,430948.09,338950.30,67656.78
337138414,era2,lowrise,4557.53,1,752,963598.37,47261.59,21693.84,29031.47,257135.84,333109.87,264291.16,50087.25
337138415,era1,lowrise,1974.92,0,752,515867.74,36516.27,20045.44,21487.13,176834.34,242658.42,190856.27,38096.21
337138416,era2,lowrise,1805.55,0,752,381747.17,18723.55,8594.42,11501.35,101869.13,131967.65,104703.84,19842.99
337138417,era2,lowrise,4881.85,1,752,1032169.92,50624.78,23237.61,31097.38,275433.98,356814.42,283098.48,53651.53
337138418,era2,lowrise,1893.53,0,752,400350.06,19635.91,9013.20,12061.79,106832.96,138398.11,109805.80,20809.89
337138419,era2,lowrise,3055.68,1,752,646063.43,31687.40,14545.04,19464.68,172401.47,223339.65,177198.88,33581.92
337138420,era2,lowrise,2256.12,0,752,477012.12,23395.96,10739.13,14371.48,127290.29,164899.81,130832.40,24794.76
337138421,era2,lowrise,2308.05,0,752,487991.84,23934.48,10986.32,14702.28,130220.18,168695.37,133843.82,25365.47
337138974,era2,lowrise,5493.10,1,752,1161406.48,56963.45,26147.16,34991.05,309920.70,401490.68,318544.87,60369.17
337142398,era1,lowrise,8059.42,1,837,2105200.93,149018.68,81803.11,87686.49,721640.47,990260.94,778862.35,155466.21
337142399,era2,lowrise,2456.45,1,796,519367.34,25473.39,11692.70,15647.59,138592.91,179541.93,142449.54,26996.39
337142400,era1,lowrise,9536.22,1,796,2490956.05,176324.71,96792.63,103754.07,853873.14,1171715.35,921580.30,183953.68
337142401,era1,lowrise,12393.06,1,796,3237190.70,229147.68,125789.56,134836.49,1109674.59,1522735.28,1197665.32,239062.13
337142414,era3,lowrise,4808.05,1,797,723178.46,13558.70,15722.32,2355.94,103613.48,112989.18,71495.70,9327.62
337142416,era2,lowrise,6330.92,1,797,1338546.28,65651.64,30135.18,40327.96,357190.51,462726.94,367130.05,69576.81
337142418,era2,lowrise,9000.34,1,797,1902941.59,93333.53,42841.62,57332.17,507799.18,657834.85,521929.72,98913.74
337142421,era1,lowrise,6603.16,1,797,1724810.76,122092.43,67022.07,71842.38,591246.95,811330.27,638129.38,127374.96
337142429,era2,lowrise,4373.52,1,797,924692.61,45353.40,20817.96,27859.32,246754.00,319660.58,253620.42,48064.98
337142437,era1,lowrise,4723.46,1,838,1233815.04,87336.78,47943.12,51391.24,422938.61,580371.53,456475.17,91115.54
337142443,era2,lowrise,4275.96,1,837,904066.62,44341.71,20353.57,27237.87,241249.66,312529.92,247962.92,46992.80
337142447,era3,lowrise,5506.57,1,756,828243.77,15528.53,18006.48,2698.22,118666.58,129404.39,81882.70,10682.75
337142451,era1,lowrise,9397.12,1,796,2454621.50,173752.75,95380.77,102240.67,841418.12,1154624.13,908137.68,181270.44
337163087,era2,lowrise,2380.26,1,837,503257.41,24683.30,11330.04,15162.26,134294.27,173973.20,138031.28,26159.06
337183038,era2,lowrise,2124.34,0,752,449149.64,22029.41,10111.86,13532.05,119855.26,155268.01,123190.48,23346.50
337354545,era2,lowrise,18967.54,1,795,4010306.07,196693.39,90285.49,120823.23,1070148.61,1386337.50,1099927.64,208453.26
339271942,era3,lowrise,2879.99,1,877,433179.53,8121.57,9417.57,1411.20,62063.78,67679.76,42825.45,5587.18
339271946,era2,lowrise,400.70,0,877,84719.59,4155.26,1907.33,2552.46,22607.49,29287.16,23236.59,4403.69
339271947,era2,lowrise,4072.78,1,877,861108.01,42234.73,19386.43,25943.61,229786.25,297679.49,236180.51,44759.85
363890800,era2,midrise,8313.01,1,671,1757619.24,86205.91,39569.93,52953.87,469020.02,607597.90,482071.45,91359.98
364056146,era2,lowrise,1606.67,0,712,339698.62,16661.17,7647.75,10234.49,90648.32,117431.51,93170.79,17657.30
364058750,era2,lowrise,917.13,0,712,193909.25,9510.64,4365.54,5842.12,51744.47,67033.03,53184.37,10079.26
370379750,era1,lowrise,5792.01,1,1087,1512931.51,107094.26,58788.90,63017.07,518616.58,711664.27,559739.85,111727.87
381465638,era2,lowrise,2316.91,0,710,489863.68,24026.36,11028.49,14758.72,130720.06,169342.95,134357.61,25462.84
381465639,era2,lowrise,1294.17,0,751,273626.14,13420.54,6160.25,8243.86,73017.07,94590.89,75048.92,14222.93
381465640,era2,lowrise,5161.61,1,751,1091319.36,53525.90,24569.26,32879.46,291218.04,377262.07,299321.76,56726.09
381465644,era2,midrise,8685.49,1,710,1836372.52,90068.53,41342.93,55326.57,490035.35,634822.46,503671.57,95453.54
381465645,era1,lowrise,5865.54,1,710,1532137.55,108453.83,59535.23,63817.08,525200.45,720698.90,566845.79,113146.27
381465646,era2,lowrise,7927.42,1,751,1676095.22,82207.35,37734.52,50497.67,447265.04,579415.13,459711.09,87122.35
381465647,era2,lowrise,3822.14,1,710,808114.27,39635.59,18193.39,24347.03,215645.14,279360.21,221645.90,42005.32
381465648,era2,lowrise,4324.32,1,710,914291.97,44843.20,20583.76,27545.92,243978.13,316064.55,250767.32,47524.28
381465651,era2,lowrise,1349.03,0,710,285225.38,13989.44,6421.38,8593.32,76112.27,98600.60,78230.25,14825.84
381465652,era2,lowrise,4299.28,1,710,908997.30,44583.53,20464.57,27386.41,242565.38,314234.38,249315.25,47249.09
381465653,era2,midrise,9041.44,1,711,1911630.78,93759.73,43037.25,57593.97,510118.04,660838.85,524313.11,99365.43
381465654,era2,lowrise,1882.62,0,710,398043.01,19522.77,8961.27,11992.29,106217.42,137600.70,109173.13,20689.99
381465656,era3,midrise,8640.81,1,710,1299664.62,24367.08,28255.45,4234.00,186209.46,203059.03,128488.84,16763.17
381465657,era1,lowrise,5606.20,1,710,1464394.30,103658.64,56902.93,60995.46,501979.15,688833.79,541783.17,108143.60
381465661,era2,midrise,6644.16,1,710,1404774.80,68899.94,31626.20,42323.30,374863.51,485621.65,385294.84,73019.32
381465662,era3,midrise,6732.47,1,750,1012630.99,18985.57,22015.18,3298.91,145084.73,158213.05,100111.83,13060.99
381465663,era2,lowrise,1333.37,0,710,281914.86,13827.05,6346.84,8493.57,75228.74,97456.01,77322.13,14653.74
381465664,era2,midrise,7905.37,1,750,1671432.36,81978.69,37629.56,50357.21,446020.98,577803.49,458432.41,86880.02
381465666,era2,midrise,8634.70,1,710,1825635.39,89541.84,41101.17,55003.04,487169.77,631110.22,500726.25,94895.35
381465667,era2,lowrise,1920.52,0,710,406055.74,19915.79,9141.68,12233.71,108355.74,140370.81,111370.95,21106.51
381465668,era2,lowrise,6909.86,1,751,1460950.87,71655.25,32890.93,44015.81,389854.30,505041.67,400702.78,75939.36
